qid,stratum,max_points,type,sheet,judge,jfam,wfam,repeat,p,p_raw,snapped,len
tve-114-chinese--q39,A,24.0,essay,writer-codex-low,claude-low,claude,codex,2,0.8333,0.8333,0,313
tve-114-foreign-language-english-2--q9,A,24.0,essay,writer-codex-low,claude-low,claude,codex,2,0.875,0.875,0,805
ast-114-math-yi--q18,B,8.0,drawing,writer-codex-low,claude-low,claude,codex,2,1.0,1.0,0,177
ast-113-math-jia--q17,B,6.0,essay,writer-codex-low,claude-low,claude,codex,2,0.0,0.0,0,129
ast-114-math-jia--q12.b,B,4.0,essay,writer-codex-low,claude-low,claude,codex,2,1.0,1.0,0,143
ast-115-geography--q20.b,B,3.0,drawing,writer-codex-low,claude-low,claude,codex,2,1.0,1.0,0,58
ast-113-biology--q37,B,2.0,short_answer,writer-codex-low,claude-low,claude,codex,2,1.0,1.0,0,90
ast-113-physics--q25.a,B,1.0,short_answer,writer-codex-low,claude-low,claude,codex,2,1.0,1.0,0,31
gsat-114-chinese-writing--q2,C,25.0,essay,writer-codex-low,claude-low,claude,codex,2,0.8,0.8,0,310
gsat-115-chinese-writing--q1.b,C,21.0,essay,writer-codex-low,claude-low,claude,codex,2,0.7619,0.7619,0,299
ast-115-civics--q35,C,6.0,short_answer,writer-codex-low,claude-low,claude,codex,2,0.0,0.0,0,56
ast-113-civics--q36.b,C,5.0,short_answer,writer-codex-low,claude-low,claude,codex,2,0.4,0.4,0,32
gsat-113-english--q19.a,C,4.0,short_answer,writer-codex-low,claude-low,claude,codex,2,1.0,1.0,0,97
ast-113-geography--q36,C,3.0,drawing,writer-codex-low,claude-low,claude,codex,2,1.0,1.0,0,97
gsat-113-english--q20,D,20.0,essay,writer-codex-low,claude-low,claude,codex,2,0.95,0.95,0,876
gsat-115-math-a--q20,D,8.0,essay,writer-codex-low,claude-low,claude,codex,2,0.5,0.5,0,349
ast-115-geography--q23.c,D,7.0,drawing,writer-codex-low,claude-low,claude,codex,2,0.2857,0.2857,0,129
ast-114-geography--q42.b,D,6.0,short_answer,writer-codex-low,claude-low,claude,codex,2,0.6667,0.6667,0,67
ast-113-geography--q37,D,5.0,short_answer,writer-codex-low,claude-low,claude,codex,2,0.8,0.8,0,41
ast-113-chemistry--q25,D,4.0,short_answer,writer-codex-low,claude-low,claude,codex,2,1.0,1.0,0,73
tve-113-chinese--q39,A,24.0,essay,writer-codex-low,claude-low,claude,codex,3,0.8333,0.8333,0,369
tve-113-english--q44,A,6.0,short_answer,writer-codex-low,claude-low,claude,codex,3,1.0,1.0,0,70
ast-114-physics--q19,A,4.0,short_answer,writer-codex-low,claude-low,claude,codex,3,1.0,1.0,0,100
tve-113-foreign-language-english-2--q8,A,24.0,essay,writer-codex-low,claude-low,claude,codex,3,0.9167,0.9167,0,604
tve-114-chinese--q39,A,24.0,essay,writer-codex-low,claude-low,claude,codex,3,0.8333,0.8333,0,313
tve-114-foreign-language-english-2--q9,A,24.0,essay,writer-codex-low,claude-low,claude,codex,3,0.9167,0.9167,0,805
ast-114-math-yi--q18,B,8.0,drawing,writer-codex-low,claude-low,claude,codex,3,1.0,1.0,0,177
ast-113-math-jia--q17,B,6.0,essay,writer-codex-low,claude-low,claude,codex,3,0.0,0.0,0,129
ast-114-math-jia--q12.b,B,4.0,essay,writer-codex-low,claude-low,claude,codex,3,1.0,1.0,0,143
ast-115-geography--q20.b,B,3.0,drawing,writer-codex-low,claude-low,claude,codex,3,1.0,1.0,0,58
ast-113-biology--q37,B,2.0,short_answer,writer-codex-low,claude-low,claude,codex,3,1.0,1.0,0,90
ast-113-physics--q25.a,B,1.0,short_answer,writer-codex-low,claude-low,claude,codex,3,1.0,1.0,0,31
gsat-114-chinese-writing--q2,C,25.0,essay,writer-codex-low,claude-low,claude,codex,3,0.8,0.8,0,310
gsat-115-chinese-writing--q1.b,C,21.0,essay,writer-codex-low,claude-low,claude,codex,3,0.8095,0.8095,0,299
ast-115-civics--q35,C,6.0,short_answer,writer-codex-low,claude-low,claude,codex,3,0.0,0.0,0,56
ast-113-civics--q36.b,C,5.0,short_answer,writer-codex-low,claude-low,claude,codex,3,0.4,0.4,0,32
gsat-113-english--q19.a,C,4.0,short_answer,writer-codex-low,claude-low,claude,codex,3,1.0,1.0,0,97
ast-113-geography--q36,C,3.0,drawing,writer-codex-low,claude-low,claude,codex,3,1.0,1.0,0,97
gsat-113-english--q20,D,20.0,essay,writer-codex-low,claude-low,claude,codex,3,0.9,0.9,0,876
gsat-115-math-a--q20,D,8.0,essay,writer-codex-low,claude-low,claude,codex,3,0.5,0.5,0,349
ast-115-geography--q23.c,D,7.0,drawing,writer-codex-low,claude-low,claude,codex,3,0.2857,0.2857,0,129
ast-114-geography--q42.b,D,6.0,short_answer,writer-codex-low,claude-low,claude,codex,3,0.6667,0.6667,0,67
ast-113-geography--q37,D,5.0,short_answer,writer-codex-low,claude-low,claude,codex,3,0.8,0.8,0,41
ast-113-chemistry--q25,D,4.0,short_answer,writer-codex-low,claude-low,claude,codex,3,1.0,1.0,0,73
tve-113-chinese--q39,A,24.0,essay,writer-codex-low,claude-medium,claude,codex,1,0.8333,0.8333,0,369
tve-113-english--q44,A,6.0,short_answer,writer-codex-low,claude-medium,claude,codex,1,1.0,1.0,0,70
ast-114-physics--q19,A,4.0,short_answer,writer-codex-low,claude-medium,claude,codex,1,1.0,1.0,0,100
tve-113-foreign-language-english-2--q8,A,24.0,essay,writer-codex-low,claude-medium,claude,codex,1,0.875,0.875,0,604
tve-114-chinese--q39,A,24.0,essay,writer-codex-low,claude-medium,claude,codex,1,0.8333,0.8333,0,313
tve-114-foreign-language-english-2--q9,A,24.0,essay,writer-codex-low,claude-medium,claude,codex,1,0.875,0.875,0,805
ast-114-math-yi--q18,B,8.0,drawing,writer-codex-low,claude-medium,claude,codex,1,1.0,1.0,0,177
ast-113-math-jia--q17,B,6.0,essay,writer-codex-low,claude-medium,claude,codex,1,0.0,0.0,0,129
ast-114-math-jia--q12.b,B,4.0,essay,writer-codex-low,claude-medium,claude,codex,1,1.0,1.0,0,143
ast-115-geography--q20.b,B,3.0,drawing,writer-codex-low,claude-medium,claude,codex,1,1.0,1.0,0,58
ast-113-biology--q37,B,2.0,short_answer,writer-codex-low,claude-medium,claude,codex,1,1.0,1.0,0,90
ast-113-physics--q25.a,B,1.0,short_answer,writer-codex-low,claude-medium,claude,codex,1,1.0,1.0,0,31
gsat-114-chinese-writing--q2,C,25.0,essay,writer-codex-low,claude-medium,claude,codex,1,0.88,0.88,0,310
gsat-115-chinese-writing--q1.b,C,21.0,essay,writer-codex-low,claude-medium,claude,codex,1,0.8571,0.8571,0,299
ast-115-civics--q35,C,6.0,short_answer,writer-codex-low,claude-medium,claude,codex,1,0.0,0.0,0,56
ast-113-civics--q36.b,C,5.0,short_answer,writer-codex-low,claude-medium,claude,codex,1,0.4,0.4,0,32
gsat-113-english--q19.a,C,4.0,short_answer,writer-codex-low,claude-medium,claude,codex,1,1.0,1.0,0,97
ast-113-geography--q36,C,3.0,drawing,writer-codex-low,claude-medium,claude,codex,1,1.0,1.0,0,97
gsat-113-english--q20,D,20.0,essay,writer-codex-low,claude-medium,claude,codex,1,0.95,0.95,0,876
gsat-115-math-a--q20,D,8.0,essay,writer-codex-low,claude-medium,claude,codex,1,0.5,0.5,0,349
ast-115-geography--q23.c,D,7.0,drawing,writer-codex-low,claude-medium,claude,codex,1,0.2857,0.2857,0,129
ast-114-geography--q42.b,D,6.0,short_answer,writer-codex-low,claude-medium,claude,codex,1,0.6667,0.6667,0,67
ast-113-geography--q37,D,5.0,short_answer,writer-codex-low,claude-medium,claude,codex,1,0.8,0.8,0,41
ast-113-chemistry--q25,D,4.0,short_answer,writer-codex-low,claude-medium,claude,codex,1,1.0,1.0,0,73
tve-113-chinese--q39,A,24.0,essay,writer-codex-low,claude-medium,claude,codex,2,0.8333,0.8333,0,369
tve-113-english--q44,A,6.0,short_answer,writer-codex-low,claude-medium,claude,codex,2,1.0,1.0,0,70
ast-114-physics--q19,A,4.0,short_answer,writer-codex-low,claude-medium,claude,codex,2,1.0,1.0,0,100
tve-113-foreign-language-english-2--q8,A,24.0,essay,writer-codex-low,claude-medium,claude,codex,2,0.9167,0.9167,0,604
tve-114-chinese--q39,A,24.0,essay,writer-codex-low,claude-medium,claude,codex,2,0.8333,0.8333,0,313
tve-114-foreign-language-english-2--q9,A,24.0,essay,writer-codex-low,claude-medium,claude,codex,2,0.9167,0.9167,0,805
ast-114-math-yi--q18,B,8.0,drawing,writer-codex-low,claude-medium,claude,codex,2,1.0,1.0,0,177
ast-113-math-jia--q17,B,6.0,essay,writer-codex-low,claude-medium,claude,codex,2,0.0,0.0,0,129
ast-114-math-jia--q12.b,B,4.0,essay,writer-codex-low,claude-medium,claude,codex,2,1.0,1.0,0,143
ast-115-geography--q20.b,B,3.0,drawing,writer-codex-low,claude-medium,claude,codex,2,1.0,1.0,0,58
ast-113-biology--q37,B,2.0,short_answer,writer-codex-low,claude-medium,claude,codex,2,1.0,1.0,0,90
ast-113-physics--q25.a,B,1.0,short_answer,writer-codex-low,claude-medium,claude,codex,2,1.0,1.0,0,31
gsat-114-chinese-writing--q2,C,25.0,essay,writer-codex-low,claude-medium,claude,codex,2,0.8,0.8,0,310
gsat-115-chinese-writing--q1.b,C,21.0,essay,writer-codex-low,claude-medium,claude,codex,2,0.8095,0.8095,0,299
ast-115-civics--q35,C,6.0,short_answer,writer-codex-low,claude-medium,claude,codex,2,0.0,0.0,0,56
ast-113-civics--q36.b,C,5.0,short_answer,writer-codex-low,claude-medium,claude,codex,2,0.4,0.4,0,32
gsat-113-english--q19.a,C,4.0,short_answer,writer-codex-low,claude-medium,claude,codex,2,1.0,1.0,0,97
ast-113-geography--q36,C,3.0,drawing,writer-codex-low,claude-medium,claude,codex,2,1.0,1.0,0,97
gsat-113-english--q20,D,20.0,essay,writer-codex-low,claude-medium,claude,codex,2,0.85,0.85,0,876
gsat-115-math-a--q20,D,8.0,essay,writer-codex-low,claude-medium,claude,codex,2,0.5,0.5,0,349
ast-115-geography--q23.c,D,7.0,drawing,writer-codex-low,claude-medium,claude,codex,2,0.5,0.5,0,129
ast-114-geography--q42.b,D,6.0,short_answer,writer-codex-low,claude-medium,claude,codex,2,0.6667,0.6667,0,67
ast-113-geography--q37,D,5.0,short_answer,writer-codex-low,claude-medium,claude,codex,2,0.8,0.8,0,41
ast-113-chemistry--q25,D,4.0,short_answer,writer-codex-low,claude-medium,claude,codex,2,1.0,1.0,0,73
tve-113-chinese--q39,A,24.0,essay,writer-codex-low,claude-medium,claude,codex,3,0.7917,0.7917,0,369
tve-113-english--q44,A,6.0,short_answer,writer-codex-low,claude-medium,claude,codex,3,1.0,1.0,0,70
ast-114-physics--q19,A,4.0,short_answer,writer-codex-low,claude-medium,claude,codex,3,1.0,1.0,0,100
tve-113-foreign-language-english-2--q8,A,24.0,essay,writer-codex-low,claude-medium,claude,codex,3,0.875,0.875,0,604
tve-114-chinese--q39,A,24.0,essay,writer-codex-low,claude-medium,claude,codex,3,0.8333,0.8333,0,313
tve-114-foreign-language-english-2--q9,A,24.0,essay,writer-codex-low,claude-medium,claude,codex,3,0.875,0.875,0,805
ast-114-math-yi--q18,B,8.0,drawing,writer-codex-low,claude-medium,claude,codex,3,1.0,1.0,0,177
ast-113-math-jia--q17,B,6.0,essay,writer-codex-low,claude-medium,claude,codex,3,0.0,0.0,0,129
ast-114-math-jia--q12.b,B,4.0,essay,writer-codex-low,claude-medium,claude,codex,3,1.0,1.0,0,143
ast-115-geography--q20.b,B,3.0,drawing,writer-codex-low,claude-medium,claude,codex,3,1.0,1.0,0,58
ast-113-biology--q37,B,2.0,short_answer,writer-codex-low,claude-medium,claude,codex,3,1.0,1.0,0,90
ast-113-physics--q25.a,B,1.0,short_answer,writer-codex-low,claude-medium,claude,codex,3,1.0,1.0,0,31
gsat-114-chinese-writing--q2,C,25.0,essay,writer-codex-low,claude-medium,claude,codex,3,0.8,0.8,0,310
gsat-115-chinese-writing--q1.b,C,21.0,essay,writer-codex-low,claude-medium,claude,codex,3,0.8095,0.8095,0,299
ast-115-civics--q35,C,6.0,short_answer,writer-codex-low,claude-medium,claude,codex,3,0.0,0.0,0,56
ast-113-civics--q36.b,C,5.0,short_answer,writer-codex-low,claude-medium,claude,codex,3,0.4,0.4,0,32
gsat-113-english--q19.a,C,4.0,short_answer,writer-codex-low,claude-medium,claude,codex,3,1.0,1.0,0,97
ast-113-geography--q36,C,3.0,drawing,writer-codex-low,claude-medium,claude,codex,3,1.0,1.0,0,97
gsat-113-english--q20,D,20.0,essay,writer-codex-low,claude-medium,claude,codex,3,1.0,1.0,0,876
gsat-115-math-a--q20,D,8.0,essay,writer-codex-low,claude-medium,claude,codex,3,0.5,0.5,0,349
ast-115-geography--q23.c,D,7.0,drawing,writer-codex-low,claude-medium,claude,codex,3,0.2857,0.2857,0,129
ast-114-geography--q42.b,D,6.0,short_answer,writer-codex-low,claude-medium,claude,codex,3,0.6667,0.6667,0,67
ast-113-geography--q37,D,5.0,short_answer,writer-codex-low,claude-medium,claude,codex,3,0.8,0.8,0,41
ast-113-chemistry--q25,D,4.0,short_answer,writer-codex-low,claude-medium,claude,codex,3,1.0,1.0,0,73
tve-113-chinese--q39,A,24.0,essay,writer-codex-low,claude-high,claude,codex,1,0.8333,0.8333,0,369
tve-113-english--q44,A,6.0,short_answer,writer-codex-low,claude-high,claude,codex,1,1.0,1.0,0,70
ast-114-physics--q19,A,4.0,short_answer,writer-codex-low,claude-high,claude,codex,1,1.0,1.0,0,100
tve-113-foreign-language-english-2--q8,A,24.0,essay,writer-codex-low,claude-high,claude,codex,1,0.9167,0.9167,0,604
tve-114-chinese--q39,A,24.0,essay,writer-codex-low,claude-high,claude,codex,1,0.8333,0.8333,0,313
tve-114-foreign-language-english-2--q9,A,24.0,essay,writer-codex-low,claude-high,claude,codex,1,0.9167,0.9167,0,805
ast-114-math-yi--q18,B,8.0,drawing,writer-codex-low,claude-high,claude,codex,1,1.0,1.0,0,177
ast-113-math-jia--q17,B,6.0,essay,writer-codex-low,claude-high,claude,codex,1,0.0,0.0,0,129
ast-114-math-jia--q12.b,B,4.0,essay,writer-codex-low,claude-high,claude,codex,1,1.0,1.0,0,143
ast-115-geography--q20.b,B,3.0,drawing,writer-codex-low,claude-high,claude,codex,1,1.0,1.0,0,58
ast-113-biology--q37,B,2.0,short_answer,writer-codex-low,claude-high,claude,codex,1,1.0,1.0,0,90
ast-113-physics--q25.a,B,1.0,short_answer,writer-codex-low,claude-high,claude,codex,1,1.0,1.0,0,31
gsat-114-chinese-writing--q2,C,25.0,essay,writer-codex-low,claude-high,claude,codex,1,0.8,0.8,0,310
gsat-115-chinese-writing--q1.b,C,21.0,essay,writer-codex-low,claude-high,claude,codex,1,0.8571,0.8571,0,299
ast-115-civics--q35,C,6.0,short_answer,writer-codex-low,claude-high,claude,codex,1,0.0,0.0,0,56
ast-113-civics--q36.b,C,5.0,short_answer,writer-codex-low,claude-high,claude,codex,1,0.4,0.4,0,32
gsat-113-english--q19.a,C,4.0,short_answer,writer-codex-low,claude-high,claude,codex,1,1.0,1.0,0,97
ast-113-geography--q36,C,3.0,drawing,writer-codex-low,claude-high,claude,codex,1,1.0,1.0,0,97
gsat-113-english--q20,D,20.0,essay,writer-codex-low,claude-high,claude,codex,1,0.95,0.95,0,876
gsat-115-math-a--q20,D,8.0,essay,writer-codex-low,claude-high,claude,codex,1,0.5,0.5,0,349
ast-115-geography--q23.c,D,7.0,drawing,writer-codex-low,claude-high,claude,codex,1,0.2857,0.2857,0,129
ast-114-geography--q42.b,D,6.0,short_answer,writer-codex-low,claude-high,claude,codex,1,0.6667,0.6667,0,67
ast-113-geography--q37,D,5.0,short_answer,writer-codex-low,claude-high,claude,codex,1,0.8,0.8,0,41
ast-113-chemistry--q25,D,4.0,short_answer,writer-codex-low,claude-high,claude,codex,1,1.0,1.0,0,73
tve-113-chinese--q39,A,24.0,essay,writer-codex-low,claude-high,claude,codex,2,0.7917,0.7917,0,369
tve-113-english--q44,A,6.0,short_answer,writer-codex-low,claude-high,claude,codex,2,1.0,1.0,0,70
ast-114-physics--q19,A,4.0,short_answer,writer-codex-low,claude-high,claude,codex,2,1.0,1.0,0,100
tve-113-foreign-language-english-2--q8,A,24.0,essay,writer-codex-low,claude-high,claude,codex,2,0.9167,0.9167,0,604
tve-114-chinese--q39,A,24.0,essay,writer-codex-low,claude-high,claude,codex,2,0.7917,0.7917,0,313
tve-114-foreign-language-english-2--q9,A,24.0,essay,writer-codex-low,claude-high,claude,codex,2,0.9167,0.9167,0,805
ast-114-math-yi--q18,B,8.0,drawing,writer-codex-low,claude-high,claude,codex,2,1.0,1.0,0,177
ast-113-math-jia--q17,B,6.0,essay,writer-codex-low,claude-high,claude,codex,2,0.0,0.0,0,129
ast-114-math-jia--q12.b,B,4.0,essay,writer-codex-low,claude-high,claude,codex,2,1.0,1.0,0,143
ast-115-geography--q20.b,B,3.0,drawing,writer-codex-low,claude-high,claude,codex,2,1.0,1.0,0,58
ast-113-biology--q37,B,2.0,short_answer,writer-codex-low,claude-high,claude,codex,2,1.0,1.0,0,90
ast-113-physics--q25.a,B,1.0,short_answer,writer-codex-low,claude-high,claude,codex,2,1.0,1.0,0,31
gsat-114-chinese-writing--q2,C,25.0,essay,writer-codex-low,claude-high,claude,codex,2,0.8,0.8,0,310
gsat-115-chinese-writing--q1.b,C,21.0,essay,writer-codex-low,claude-high,claude,codex,2,0.9048,0.9048,0,299
ast-115-civics--q35,C,6.0,short_answer,writer-codex-low,claude-high,claude,codex,2,0.0,0.0,0,56
ast-113-civics--q36.b,C,5.0,short_answer,writer-codex-low,claude-high,claude,codex,2,0.4,0.4,0,32
gsat-113-english--q19.a,C,4.0,short_answer,writer-codex-low,claude-high,claude,codex,2,1.0,1.0,0,97
ast-113-geography--q36,C,3.0,drawing,writer-codex-low,claude-high,claude,codex,2,1.0,1.0,0,97
gsat-113-english--q20,D,20.0,essay,writer-codex-low,claude-high,claude,codex,2,0.95,0.95,0,876
gsat-115-math-a--q20,D,8.0,essay,writer-codex-low,claude-high,claude,codex,2,0.5,0.5,0,349
ast-115-geography--q23.c,D,7.0,drawing,writer-codex-low,claude-high,claude,codex,2,0.2857,0.2857,0,129
ast-114-geography--q42.b,D,6.0,short_answer,writer-codex-low,claude-high,claude,codex,2,0.6667,0.6667,0,67
ast-113-geography--q37,D,5.0,short_answer,writer-codex-low,claude-high,claude,codex,2,0.8,0.8,0,41
ast-113-chemistry--q25,D,4.0,short_answer,writer-codex-low,claude-high,claude,codex,2,1.0,1.0,0,73
tve-113-chinese--q39,A,24.0,essay,writer-codex-low,claude-high,claude,codex,3,0.8333,0.8333,0,369
tve-113-english--q44,A,6.0,short_answer,writer-codex-low,claude-high,claude,codex,3,1.0,1.0,0,70
ast-114-physics--q19,A,4.0,short_answer,writer-codex-low,claude-high,claude,codex,3,1.0,1.0,0,100
tve-113-foreign-language-english-2--q8,A,24.0,essay,writer-codex-low,claude-high,claude,codex,3,0.9167,0.9167,0,604
tve-114-chinese--q39,A,24.0,essay,writer-codex-low,claude-high,claude,codex,3,0.8333,0.8333,0,313
tve-114-foreign-language-english-2--q9,A,24.0,essay,writer-codex-low,claude-high,claude,codex,3,0.9583,0.9583,0,805
ast-114-math-yi--q18,B,8.0,drawing,writer-codex-low,claude-high,claude,codex,3,1.0,1.0,0,177
ast-113-math-jia--q17,B,6.0,essay,writer-codex-low,claude-high,claude,codex,3,0.0,0.0,0,129
ast-114-math-jia--q12.b,B,4.0,essay,writer-codex-low,claude-high,claude,codex,3,1.0,1.0,0,143
ast-115-geography--q20.b,B,3.0,drawing,writer-codex-low,claude-high,claude,codex,3,1.0,1.0,0,58
ast-113-biology--q37,B,2.0,short_answer,writer-codex-low,claude-high,claude,codex,3,1.0,1.0,0,90
ast-113-physics--q25.a,B,1.0,short_answer,writer-codex-low,claude-high,claude,codex,3,1.0,1.0,0,31
gsat-114-chinese-writing--q2,C,25.0,essay,writer-codex-low,claude-high,claude,codex,3,0.84,0.84,0,310
gsat-115-chinese-writing--q1.b,C,21.0,essay,writer-codex-low,claude-high,claude,codex,3,0.8571,0.8571,0,299
ast-115-civics--q35,C,6.0,short_answer,writer-codex-low,claude-high,claude,codex,3,0.0,0.0,0,56
ast-113-civics--q36.b,C,5.0,short_answer,writer-codex-low,claude-high,claude,codex,3,0.4,0.4,0,32
gsat-113-english--q19.a,C,4.0,short_answer,writer-codex-low,claude-high,claude,codex,3,1.0,1.0,0,97
ast-113-geography--q36,C,3.0,drawing,writer-codex-low,claude-high,claude,codex,3,1.0,1.0,0,97
gsat-113-english--q20,D,20.0,essay,writer-codex-low,claude-high,claude,codex,3,1.0,1.0,0,876
gsat-115-math-a--q20,D,8.0,essay,writer-codex-low,claude-high,claude,codex,3,0.5,0.5,0,349
ast-115-geography--q23.c,D,7.0,drawing,writer-codex-low,claude-high,claude,codex,3,0.5,0.5,0,129
ast-114-geography--q42.b,D,6.0,short_answer,writer-codex-low,claude-high,claude,codex,3,0.6667,0.6667,0,67
ast-113-geography--q37,D,5.0,short_answer,writer-codex-low,claude-high,claude,codex,3,0.8,0.8,0,41
ast-113-chemistry--q25,D,4.0,short_answer,writer-codex-low,claude-high,claude,codex,3,1.0,1.0,0,73
tve-113-chinese--q39,A,24.0,essay,writer-codex-medium,codex-low,codex,codex,1,0.9167,0.9167,0,330
tve-113-english--q44,A,6.0,short_answer,writer-codex-medium,codex-low,codex,codex,1,1.0,1.0,0,70
ast-114-physics--q19,A,4.0,short_answer,writer-codex-medium,codex-low,codex,codex,1,1.0,1.0,0,118
tve-113-foreign-language-english-2--q8,A,24.0,essay,writer-codex-medium,codex-low,codex,codex,1,0.8333,0.8333,0,726
tve-114-chinese--q39,A,24.0,essay,writer-codex-medium,codex-low,codex,codex,1,0.875,0.875,0,276
tve-114-foreign-language-english-2--q9,A,24.0,essay,writer-codex-medium,codex-low,codex,codex,1,0.9167,0.9167,0,812
ast-114-math-yi--q18,B,8.0,drawing,writer-codex-medium,codex-low,codex,codex,1,1.0,1.0,0,176
ast-113-math-jia--q17,B,6.0,essay,writer-codex-medium,codex-low,codex,codex,1,1.0,1.0,0,156
ast-114-math-jia--q12.b,B,4.0,essay,writer-codex-medium,codex-low,codex,codex,1,1.0,1.0,0,127
ast-115-geography--q20.b,B,3.0,drawing,writer-codex-medium,codex-low,codex,codex,1,1.0,1.0,0,58
ast-113-biology--q37,B,2.0,short_answer,writer-codex-medium,codex-low,codex,codex,1,1.0,1.0,0,68
ast-113-physics--q25.a,B,1.0,short_answer,writer-codex-medium,codex-low,codex,codex,1,1.0,1.0,0,7
gsat-114-chinese-writing--q2,C,25.0,essay,writer-codex-medium,codex-low,codex,codex,1,0.88,0.88,0,285
gsat-115-chinese-writing--q1.b,C,21.0,essay,writer-codex-medium,codex-low,codex,codex,1,1.0,1.0,0,300
ast-115-civics--q35,C,6.0,short_answer,writer-codex-medium,codex-low,codex,codex,1,0.5,0.5,0,59
ast-113-civics--q36.b,C,5.0,short_answer,writer-codex-medium,codex-low,codex,codex,1,0.4,0.4,0,31
gsat-113-english--q19.a,C,4.0,short_answer,writer-codex-medium,codex-low,codex,codex,1,1.0,1.0,0,97
ast-113-geography--q36,C,3.0,drawing,writer-codex-medium,codex-low,codex,codex,1,1.0,1.0,0,85
gsat-113-english--q20,D,20.0,essay,writer-codex-medium,codex-low,codex,codex,1,1.0,1.0,0,1086
gsat-115-math-a--q20,D,8.0,essay,writer-codex-medium,codex-low,codex,codex,1,0.75,0.75,0,359
ast-115-geography--q23.c,D,7.0,drawing,writer-codex-medium,codex-low,codex,codex,1,0.0,0.0,0,107
ast-114-geography--q42.b,D,6.0,short_answer,writer-codex-medium,codex-low,codex,codex,1,0.6667,0.6667,0,69
ast-113-geography--q37,D,5.0,short_answer,writer-codex-medium,codex-low,codex,codex,1,0.8,0.8,0,41
ast-113-chemistry--q25,D,4.0,short_answer,writer-codex-medium,codex-low,codex,codex,1,1.0,1.0,0,41
tve-113-chinese--q39,A,24.0,essay,writer-codex-medium,codex-low,codex,codex,2,0.9167,0.9167,0,330
